wuppertal	7.015	51.166	7.314	51.166	7.314	51.319	7.015	51.319	7.015	51.166
kleve	5.945	51.355	6.535	51.355	6.535	51.905	5.945	51.905	5.945	51.355
freudenstadt	8.207	48.301	8.829	48.301	8.829	48.639	8.207	48.639	8.207	48.301
mannheim	8.414	49.411	8.590	49.411	8.590	49.590	8.414	49.590	8.414	49.411
wittmund	7.494	53.707	7.811	53.707	7.811	53.766	7.494	53.766	7.494	53.707
main-kinzig-kreis	8.781	50.066	9.749	50.066	9.749	50.464	8.781	50.464	8.781	50.066
schwabach	10.970	49.293	11.280	49.293	11.280	49.441	10.970	49.441	10.970	49.293
calw	8.379	48.484	8.879	48.484	8.879	48.839	8.379	48.839	8.379	48.484
offenbach	8.591	49.948	9.049	49.948	9.049	50.134	8.591	50.134	8.591	49.948
kempten (allgäu)	10.233	47.695	10.378	47.695	10.378	47.778	10.233	47.778	10.233	47.695
burgenlandkreis	11.366	50.938	12.293	50.938	12.293	51.320	11.366	51.320	11.366	50.938
stendal	11.397	52.332	12.258	52.332	12.258	53.042	11.397	53.042	11.397	52.332
schwalm-eder-kreis	8.973	50.773	9.781	50.773	9.781	51.258	8.973	51.258	8.973	50.773
hameln-pyrmont	9.155	51.919	9.685	51.919	9.685	52.274	9.155	52.274	9.155	51.919
mülheim an der ruhr	6.805	51.351	6.959	51.351	6.959	51.471	6.805	51.471	6.805	51.351
mansfeld-südharz	10.881	51.340	11.780	51.340	11.780	51.730	10.881	51.730	10.881	51.340
freiburg im breisgau	7.662	47.903	7.930	47.903	7.930	48.071	7.662	48.071	7.662	47.903
dillingen a.d.donau	10.254	48.471	10.786	48.471	10.786	48.758	10.254	48.758	10.254	48.471
oberbergischer kreis	7.253	50.819	7.792	50.819	7.792	51.250	7.253	51.250	7.253	50.819
helmstedt	10.601	52.048	11.086	52.048	11.086	52.472	10.601	52.472	10.601	52.048
passau	13.303	48.540	13.514	48.540	13.514	48.613	13.303	48.613	13.303	48.540
bamberg	10.440	49.721	11.253	49.721	11.253	50.095	10.440	50.095	10.440	49.721
jerichower land	11.687	52.001	12.331	52.001	12.331	52.576	11.687	52.576	11.687	52.001
lüchow-dannenberg	10.751	52.846	11.598	52.846	11.598	53.250	10.751	53.250	10.751	52.846
coburg	10.887	50.222	11.064	50.222	11.064	50.299	10.887	50.299	10.887	50.222
ostvorpommern	13.217	53.693	14.226	53.693	14.226	54.251	13.217	54.251	13.217	53.693
dithmarschen	8.858	54.119	8.870	54.119	8.870	54.129	8.858	54.129	8.858	54.119
limburg-weilburg	7.964	50.264	8.467	50.264	8.467	50.599	7.964	50.599	7.964	50.264
friesland	7.809	53.642	8.087	53.642	8.087	53.790	7.809	53.790	7.809	53.642
schleswig-flensburg	9.419	54.496	10.036	54.496	10.036	54.887	9.419	54.887	9.419	54.496
kyffhäuserkreis	10.484	51.199	11.475	51.199	11.475	51.430	10.484	51.430	10.484	51.199
schaumburg	8.964	52.094	9.448	52.094	9.448	52.455	8.964	52.455	8.964	52.094
neu-ulm	9.967	48.108	10.315	48.108	10.315	48.477	9.967	48.477	9.967	48.108
hohenlohekreis	9.343	49.095	9.860	49.095	9.860	49.430	9.343	49.430	9.343	49.095
lahn-dill-kreis	8.110	50.396	8.651	50.396	8.651	50.882	8.110	50.882	8.110	50.396
siegen-wittgenstein	7.827	50.685	8.549	50.685	8.549	51.149	7.827	51.149	7.827	50.685
rhön-grabfeld	9.920	50.197	10.611	50.197	10.611	50.564	9.920	50.564	9.920	50.197
marburg-biedenkopf	8.355	50.673	9.152	50.673	9.152	50.997	8.355	50.997	8.355	50.673
wiesbaden	8.110	49.994	8.386	49.994	8.386	50.152	8.110	50.152	8.110	49.994
steinfurt	7.096	51.995	8.025	51.995	8.025	52.475	7.096	52.475	7.096	51.995
stuttgart	9.039	48.690	9.315	48.690	9.315	48.867	9.039	48.867	9.039	48.690
börde	10.934	51.893	11.857	51.893	11.857	52.508	10.934	52.508	10.934	51.893
neustadt an der weinstraße	8.000	49.296	8.317	49.296	8.317	49.401	8.000	49.401	8.000	49.296
bad dürkheim	7.825	49.309	8.317	49.309	8.317	49.629	7.825	49.629	7.825	49.309
eichsfeld	9.923	51.191	10.539	51.191	10.539	51.592	9.923	51.592	9.923	51.191
haßberge	10.320	49.855	10.879	49.855	10.879	50.237	10.320	50.237	10.320	49.855
rügen	13.282	54.332	13.627	54.332	13.627	54.624	13.282	54.624	13.282	54.332
wesermarsch	8.117	53.099	8.658	53.099	8.658	53.732	8.117	53.732	8.117	53.099
kaiserslautern	7.393	49.307	8.003	49.307	8.003	49.597	7.393	49.597	7.393	49.307
bremerhaven	8.483	53.509	8.576	53.509	8.576	53.606	8.483	53.606	8.483	53.509
rheinisch-bergischer kreis	6.990	50.867	7.398	50.867	7.398	51.161	6.990	51.161	6.990	50.867
sömmerda	10.863	51.009	11.485	51.009	11.485	51.323	10.863	51.323	10.863	51.009
rhein-lahn-kreis	7.578	50.067	8.123	50.067	8.123	50.415	7.578	50.415	7.578	50.067
deggendorf	12.750	48.599	13.259	48.599	13.259	48.957	12.750	48.957	12.750	48.599
unstrut-hainich-kreis	10.185	51.032	10.923	51.032	10.923	51.344	10.185	51.344	10.185	51.032
duisburg	6.626	51.333	6.830	51.333	6.830	51.560	6.626	51.560	6.626	51.333
schwarzwald-baar-kreis	8.109	47.771	8.663	47.771	8.663	48.187	8.109	48.187	8.109	47.771
hildburghausen	10.451	50.205	11.040	50.205	11.040	50.615	10.451	50.615	10.451	50.205
hamm	7.676	51.578	7.998	51.578	7.998	51.745	7.676	51.745	7.676	51.578
frankfurt am main	8.473	50.016	8.800	50.016	8.800	50.226	8.473	50.226	8.473	50.016
cuxhaven	8.481	53.281	9.298	53.281	9.298	53.892	8.481	53.892	8.481	53.281
frankenthal (pfalz)	8.308	49.485	8.423	49.485	8.423	49.582	8.308	49.582	8.308	49.485
weißenburg-gunzenhausen	10.631	48.859	11.201	48.859	11.201	49.205	10.631	49.205	10.631	48.859
berlin	13.088	52.338	13.760	52.338	13.760	52.675	13.088	52.675	13.088	52.338
potsdam	12.887	52.343	13.166	52.343	13.166	52.515	12.887	52.515	12.887	52.343
münchen	11.361	48.062	11.723	48.062	11.723	48.248	11.361	48.248	11.361	48.062
emsland	6.995	52.280	7.832	52.280	7.832	53.118	6.995	53.118	6.995	52.280
wolfsburg	10.647	52.316	10.907	52.316	10.907	52.495	10.647	52.495	10.647	52.316
merzig-wadern	6.357	49.372	6.963	49.372	6.963	49.613	6.357	49.613	6.357	49.372
frankfurt (oder)	14.395	52.253	14.601	52.253	14.601	52.398	14.395	52.398	14.395	52.253
hochtaunuskreis	8.315	50.155	8.712	50.155	8.712	50.415	8.315	50.415	8.315	50.155
wetteraukreis	8.514	50.162	9.290	50.162	9.290	50.500	8.514	50.500	8.514	50.162
uckermark	13.240	52.932	14.451	52.932	14.451	53.559	13.240	53.559	13.240	52.932
dortmund	7.302	51.416	7.638	51.416	7.638	51.600	7.302	51.600	7.302	51.416
barnim	13.396	52.544	14.157	52.544	14.157	53.059	13.396	53.059	13.396	52.544
kassel	9.093	51.170	9.759	51.170	9.759	51.658	9.093	51.658	9.093	51.170
ludwigsburg	8.876	48.754	9.416	48.754	9.416	49.065	8.876	49.065	8.876	48.754
erding	11.731	48.140	12.255	48.140	12.255	48.455	11.731	48.455	11.731	48.140
parchim	11.449	53.249	12.364	53.249	12.364	53.797	11.449	53.797	11.449	53.249
waldeck-frankenberg	8.473	50.935	9.221	50.935	9.221	51.519	8.473	51.519	8.473	50.935
oberallgäu	9.958	47.270	10.512	47.270	10.512	47.864	9.958	47.864	9.958	47.270
rottweil	8.277	48.071	8.753	48.071	8.753	48.411	8.277	48.411	8.277	48.071
cloppenburg	7.612	52.677	8.259	52.677	8.259	53.186	7.612	53.186	7.612	52.677
landau in der pfalz	7.864	49.155	8.181	49.155	8.181	49.316	7.864	49.316	7.864	49.155
vechta	8.014	52.433	8.474	52.433	8.474	52.884	8.014	52.884	8.014	52.433
wismar	11.391	53.865	11.534	53.865	11.534	53.943	11.391	53.943	11.391	53.865
ludwigshafen am rhein	8.298	49.427	8.477	49.427	8.477	49.550	8.298	49.550	8.298	49.427
landshut	12.019	48.508	12.285	48.508	12.285	48.596	12.019	48.596	12.019	48.508
holzminden	9.308	51.646	9.895	51.646	9.895	52.044	9.308	52.044	9.308	51.646
offenbach am main	8.718	50.047	8.843	50.047	8.843	50.137	8.718	50.137	8.718	50.047
ravensburg	9.377	47.602	10.140	47.602	10.140	48.006	9.377	48.006	9.377	47.602
kelheim	11.595	48.579	12.134	48.579	12.134	49.024	11.595	49.024	11.595	48.579
alzey-worms	7.905	49.588	8.480	49.588	8.480	49.900	7.905	49.900	7.905	49.588
essen	6.895	51.347	7.137	51.347	7.137	51.534	6.895	51.534	6.895	51.347
memmingen	10.085	47.916	10.234	47.916	10.234	48.047	10.085	48.047	10.085	47.916
lippe	8.606	51.789	9.345	51.789	9.345	52.195	8.606	52.195	8.606	51.789
rems-murr-kreis	9.237	48.741	9.769	48.741	9.769	49.079	9.237	49.079	9.237	48.741
gießen	8.519	50.415	9.134	50.415	9.134	50.709	8.519	50.709	8.519	50.415
schwerin	11.296	53.544	11.506	53.544	11.506	53.688	11.296	53.688	11.296	53.544
kiel	10.133	54.311	10.191	54.311	10.191	54.390	10.133	54.390	10.133	54.311
uecker-randow	13.944	53.694	14.284	53.694	14.284	53.815	13.944	53.815	13.944	53.694
neubrandenburg	13.137	53.444	13.344	53.444	13.344	53.619	13.137	53.619	13.137	53.444
mainz	8.143	49.895	8.343	49.895	8.343	50.035	8.143	50.035	8.143	49.895
regensburg	11.659	48.765	12.491	48.765	12.491	49.224	11.659	49.224	11.659	48.765
rastatt	7.960	48.587	8.487	48.587	8.487	48.981	7.960	48.981	7.960	48.587
erfurt	10.855	50.890	11.175	50.890	11.175	51.080	10.855	51.080	10.855	50.890
oldenburg	8.051	52.798	8.694	52.798	8.694	53.172	8.051	53.172	8.051	52.798
plön	10.209	54.397	10.294	54.397	10.294	54.426	10.209	54.426	10.209	54.397
eisenach	10.175	50.930	10.392	50.930	10.392	51.052	10.175	51.052	10.175	50.930
straubing	12.480	48.842	12.667	48.842	12.667	48.924	12.480	48.924	12.480	48.842
hamburg	8.421	53.395	10.326	53.395	10.326	53.964	8.421	53.964	8.421	53.395
harz	10.561	51.566	11.409	51.566	11.409	52.060	10.561	52.060	10.561	51.566
biberach	9.260	47.946	10.144	47.946	10.144	48.294	9.260	48.294	9.260	47.946
cottbus	14.273	51.692	14.501	51.692	14.501	51.864	14.273	51.864	14.273	51.692
weimarer land	11.106	50.794	11.697	50.794	11.697	51.119	11.106	51.119	11.106	50.794
jena	11.499	50.856	11.673	50.856	11.673	50.989	11.499	50.989	11.499	50.856
neumarkt i.d.opf.	11.186	48.951	11.943	48.951	11.943	49.432	11.186	49.432	11.186	48.951
lübeck	10.555	53.768	10.968	53.768	10.968	53.994	10.555	53.994	10.555	53.768
altenburger land	12.208	50.810	12.654	50.810	12.654	51.104	12.208	51.104	12.208	50.810
wartburgkreis	9.878	50.615	10.617	50.615	10.617	51.153	9.878	51.153	9.878	50.615
hersfeld-rotenburg	9.434	50.718	10.063	50.718	10.063	51.085	9.434	51.085	9.434	50.718
ostholstein	10.417	53.880	11.313	53.880	11.313	54.536	10.417	54.536	10.417	53.880
segeberg	9.751	53.647	10.564	53.647	10.564	54.108	9.751	54.108	9.751	53.647
oder-spree	13.667	52.000	14.759	52.000	14.759	52.503	13.667	52.503	13.667	52.000
dahme-spreewald	13.411	51.727	14.453	51.727	14.453	52.421	13.411	52.421	13.411	51.727
miltenberg	9.033	49.574	9.479	49.574	9.479	49.938	9.033	49.938	9.033	49.574
stade	8.994	53.337	9.784	53.337	9.784	53.881	8.994	53.881	8.994	53.337
rhein-pfalz-kreis	8.233	49.250	8.508	49.250	8.508	49.608	8.233	49.608	8.233	49.250
birkenfeld	7.028	49.549	7.526	49.549	7.526	49.901	7.028	49.901	7.028	49.549
odenwaldkreis	8.784	49.471	9.151	49.471	9.151	49.856	8.784	49.856	8.784	49.471
fürstenfeldbruck	10.993	48.088	11.412	48.088	11.412	48.297	10.993	48.297	10.993	48.088
meißen	13.182	51.007	13.857	51.007	13.857	51.455	13.182	51.455	13.182	51.007
sächsische schweiz-osterzgebirge	13.421	50.717	14.402	50.717	14.402	51.090	13.421	51.090	13.421	50.717
leipzig	12.148	50.979	12.943	50.979	12.943	51.469	12.148	51.469	12.148	50.979
nordsachsen	12.149	51.200	13.217	51.200	13.217	51.685	12.149	51.685	12.149	51.200
starnberg	11.129	47.821	11.434	47.821	11.434	48.136	11.129	48.136	11.129	47.821
lindau (bodensee)	9.602	47.529	10.077	47.529	10.077	47.687	9.602	47.687	9.602	47.529
bodenseekreis	9.066	47.581	9.744	47.581	9.744	47.882	9.066	47.882	9.066	47.581
landsberg am lech	10.748	47.842	11.170	47.842	11.170	48.237	10.748	48.237	10.748	47.842
mecklenburg-strelitz	12.753	53.163	13.796	53.163	13.796	53.752	12.753	53.752	12.753	53.163
halle (saale)	11.857	51.403	12.088	51.403	12.088	51.543	11.857	51.543	11.857	51.403
saalekreis	11.392	51.233	12.208	51.233	12.208	51.675	11.392	51.675	11.392	51.233
altötting	12.542	48.044	12.945	48.044	12.945	48.358	12.542	48.358	12.542	48.044
rottal-inn	12.471	48.207	13.177	48.207	13.177	48.617	12.471	48.617	12.471	48.207
ingolstadt	11.256	48.684	11.503	48.684	11.503	48.823	11.256	48.823	11.256	48.684
eichstätt	10.937	48.733	11.744	48.733	11.744	49.088	10.937	49.088	10.937	48.733
cham	12.304	49.028	13.171	49.028	13.171	49.491	12.304	49.491	12.304	49.028
gotha	10.401	50.715	10.965	50.715	10.965	51.112	10.401	51.112	10.401	50.715
kitzingen	10.040	49.590	10.555	49.590	10.555	49.916	10.040	49.916	10.040	49.590
neustadt a.d.aisch-bad windsheim	10.070	49.410	10.821	49.410	10.821	49.756	10.070	49.756	10.070	49.410
freising	11.493	48.266	12.019	48.266	12.019	48.617	11.493	48.617	11.493	48.266
rosenheim	12.054	47.810	12.152	47.810	12.152	47.887	12.054	47.887	12.054	47.810
diepholz	8.294	52.444	9.116	52.444	9.116	53.053	8.294	53.053	8.294	52.444
rhein-neckar-kreis	8.450	49.174	9.101	49.174	9.101	49.626	8.450	49.626	8.450	49.174
karlsruhe	8.258	48.814	8.894	48.814	8.894	49.290	8.258	49.290	8.258	48.814
mainz-bingen	7.665	49.749	8.400	49.749	8.400	50.083	7.665	50.083	7.665	49.749
rhein-hunsrück-kreis	7.203	49.840	7.765	49.840	7.765	50.265	7.203	50.265	7.203	49.840
demmin	12.623	53.545	13.432	53.545	13.432	54.057	12.623	54.057	12.623	53.545
neckar-odenwald-kreis	8.938	49.272	9.604	49.272	9.604	49.664	8.938	49.664	8.938	49.272
nordfriesland	8.279	54.262	9.327	54.262	9.327	55.058	8.279	55.058	8.279	54.262
neuburg-schrobenhausen	10.948	48.464	11.457	48.464	11.457	48.823	10.948	48.823	10.948	48.464
saarlouis	6.537	49.215	6.989	49.215	6.989	49.502	6.537	49.502	6.537	49.215
zollernalbkreis	8.648	48.104	9.222	48.104	9.222	48.418	8.648	48.418	8.648	48.104
sigmaringen	8.934	47.817	9.605	47.817	9.605	48.289	8.934	48.289	8.934	47.817
trier-saarburg	6.357	49.517	7.065	49.517	7.065	49.918	6.357	49.918	6.357	49.517
pfaffenhofen a.d.ilm	11.295	48.406	11.720	48.406	11.720	48.814	11.295	48.814	11.295	48.406
donau-ries	10.401	48.584	11.042	48.584	11.042	49.036	10.401	49.036	10.401	48.584
saale-holzland-kreis	11.421	50.747	12.021	50.747	12.021	51.088	11.421	51.088	11.421	50.747
lörrach	7.512	47.532	8.022	47.532	8.022	47.880	7.512	47.880	7.512	47.532
ilm-kreis	10.734	50.547	11.224	50.547	11.224	50.913	10.734	50.913	10.734	50.547
vogelsbergkreis	8.905	50.385	9.650	50.385	9.650	50.837	8.905	50.837	8.905	50.385
kaufbeuren	10.551	47.841	10.661	47.841	10.661	47.922	10.551	47.922	10.551	47.841
prignitz	11.266	52.875	12.419	52.875	12.419	53.371	11.266	53.371	11.266	52.875
märkisch-oderland	13.611	52.374	14.640	52.374	14.640	52.903	13.611	52.903	13.611	52.374
main-taunus-kreis	8.315	49.997	8.601	49.997	8.601	50.203	8.315	50.203	8.315	49.997
harburg	9.561	53.129	10.471	53.129	10.471	53.505	9.561	53.505	9.561	53.129
leer	6.706	53.557	6.753	53.557	6.753	53.571	6.706	53.571	6.706	53.557
greifswald	13.446	54.091	13.460	54.091	13.460	54.105	13.446	54.105	13.446	54.091
coesfeld	7.053	51.665	7.736	51.665	7.736	52.061	7.053	52.061	7.053	51.665
lüneburg	10.036	53.043	11.195	53.043	11.195	53.386	10.036	53.386	10.036	53.043
salzgitter	10.231	52.013	10.508	52.013	10.508	52.223	10.231	52.223	10.231	52.013
stralsund	13.076	54.268	13.148	54.268	13.148	54.347	13.076	54.347	13.076	54.268
nordvorpommern	12.358	54.245	13.094	54.245	13.094	54.477	12.358	54.477	12.358	54.245
hof	11.807	50.267	11.972	50.267	11.972	50.355	11.807	50.355	11.807	50.267
goslar	10.065	51.638	10.701	51.638	10.701	52.057	10.065	52.057	10.065	51.638
nordhausen	10.471	51.364	10.979	51.364	10.979	51.649	10.471	51.649	10.471	51.364
pirmasens	7.514	49.141	7.673	49.141	7.673	49.235	7.514	49.235	7.514	49.141
bad kreuznach	7.387	49.636	7.969	49.636	7.969	50.001	7.387	50.001	7.387	49.636
koblenz	7.484	50.283	7.696	50.283	7.696	50.410	7.484	50.410	7.484	50.283
ostalbkreis	9.619	48.715	10.457	48.715	10.457	49.060	9.619	49.060	9.619	48.715
schwäbisch hall	9.497	48.918	10.264	48.918	10.264	49.395	9.497	49.395	9.497	48.918
tübingen	8.756	48.363	9.176	48.363	9.176	48.623	8.756	48.623	8.756	48.363
suhl	10.552	50.561	10.829	50.561	10.829	50.667	10.552	50.667	10.552	50.561
schmalkalden-meiningen	10.037	50.393	10.755	50.393	10.755	50.851	10.037	50.851	10.037	50.393
düren	6.194	50.598	6.718	50.598	6.718	51.047	6.194	51.047	6.194	50.598
nienburg (weser)	8.699	52.388	9.538	52.388	9.538	52.910	8.699	52.910	8.699	52.388
heidelberg	8.573	49.352	8.794	49.352	8.794	49.460	8.573	49.460	8.573	49.352
regen	12.764	48.857	13.417	48.857	13.417	49.173	12.764	49.173	12.764	48.857
ebersberg	11.748	47.931	12.100	47.931	12.100	48.227	11.748	48.227	11.748	47.931
pforzheim	8.629	48.819	8.809	48.819	8.809	48.930	8.629	48.930	8.629	48.819
bottrop	6.833	51.497	6.999	51.497	6.999	51.645	6.833	51.645	6.833	51.497
bielefeld	8.378	51.915	8.664	51.915	8.664	52.115	8.378	52.115	8.378	51.915
kulmbach	11.251	49.935	11.690	49.935	11.690	50.269	11.251	50.269	11.251	49.935
havelland	12.142	52.439	13.166	52.439	13.166	52.811	12.142	52.811	12.142	52.439
höxter	8.905	51.442	9.461	51.442	9.461	51.911	8.905	51.911	8.905	51.442
brandenburg an der havel	12.361	52.312	12.724	52.312	12.724	52.541	12.361	52.541	12.361	52.312
göppingen	9.482	48.517	9.995	48.517	9.995	48.781	9.482	48.781	9.482	48.517
vulkaneifel	6.385	50.073	7.070	50.073	7.070	50.389	6.385	50.389	6.385	50.073
neumünster	9.926	54.018	10.058	54.018	10.058	54.150	9.926	54.150	9.926	54.018
uelzen	10.146	52.765	10.892	52.765	10.892	53.204	10.146	53.204	10.146	52.765
göttingen	9.548	51.295	10.372	51.295	10.372	51.646	9.548	51.646	9.548	51.295
nürnberger land	11.128	49.302	11.602	49.302	11.602	49.716	11.128	49.716	11.128	49.302
heidenheim	9.920	48.500	10.496	48.500	10.496	48.787	9.920	48.787	9.920	48.500
worms	8.238	49.586	8.446	49.586	8.446	49.737	8.238	49.737	8.238	49.586
flensburg	9.423	54.789	9.492	54.789	9.492	54.837	9.423	54.837	9.423	54.789
stormarn	10.023	53.495	10.622	53.495	10.622	53.920	10.023	53.920	10.023	53.495
rheingau-taunus-kreis	7.773	49.972	8.411	49.972	8.411	50.296	7.773	50.296	7.773	49.972
trier	6.553	49.699	6.746	49.699	6.746	49.858	6.553	49.858	6.553	49.699
soest	7.827	51.389	8.586	51.389	8.586	51.729	7.827	51.729	7.827	51.389
tirschenreuth	11.804	49.754	12.552	49.754	12.552	50.061	11.804	50.061	11.804	49.754
donnersbergkreis	7.696	49.489	8.161	49.489	8.161	49.766	7.696	49.766	7.696	49.489
ahrweiler	6.743	50.307	7.345	50.307	7.345	50.650	6.743	50.650	6.743	50.307
bergstraße	8.356	49.395	8.950	49.395	8.950	49.755	8.356	49.755	8.356	49.395
unterallgäu	10.077	47.820	10.708	47.820	10.708	48.230	10.077	48.230	10.077	47.820
würzburg	9.872	49.710	10.014	49.710	10.014	49.846	9.872	49.846	9.872	49.710
werra-meißner-kreis	9.625	50.992	10.236	50.992	10.236	51.421	9.625	51.421	9.625	50.992
esslingen	9.085	48.512	9.596	48.512	9.596	48.788	9.085	48.788	9.085	48.512
oberhausen	6.777	51.449	6.930	51.449	6.930	51.580	6.777	51.580	6.777	51.449
rotenburg (wümme)	8.896	52.917	9.758	52.917	9.758	53.594	8.896	53.594	8.896	52.917
chemnitz	12.727	50.741	13.054	50.741	13.054	50.904	12.727	50.904	12.727	50.741
erzgebirgskreis	12.458	50.397	13.502	50.397	13.502	50.807	12.458	50.807	12.458	50.397
mittelsachsen	12.617	50.634	13.652	50.634	13.652	51.235	12.617	51.235	12.617	50.634
waldshut	7.871	47.544	8.629	47.544	8.629	47.859	7.871	47.859	7.871	47.544
günzburg	10.134	48.160	10.600	48.160	10.600	48.528	10.134	48.528	10.134	48.160
mönchengladbach	6.292	51.086	6.537	51.086	6.537	51.248	6.292	51.248	6.292	51.086
viersen	6.067	51.166	6.625	51.166	6.625	51.425	6.067	51.425	6.067	51.166
heinsberg	5.866	50.898	6.477	50.898	6.477	51.190	5.866	51.190	5.866	50.898
borken	6.387	51.729	7.275	51.729	7.275	52.243	6.387	52.243	6.387	51.729
recklinghausen	6.894	51.521	7.465	51.521	7.465	51.822	6.894	51.822	6.894	51.521
oberspreewald-lausitz	13.634	51.359	14.218	51.359	14.218	51.903	13.634	51.903	13.634	51.359
main-spessart	9.373	49.745	10.046	49.745	10.046	50.243	9.373	50.243	9.373	49.745
kusel	7.246	49.363	7.729	49.363	7.729	49.714	7.246	49.714	7.246	49.363
neustadt a.d.waldnaab	11.629	49.504	12.594	49.504	12.594	49.856	11.629	49.856	11.629	49.504
amberg-sulzbach	11.511	49.214	12.120	49.214	12.120	49.761	11.511	49.761	11.511	49.214
hagen	7.376	51.265	7.599	51.265	7.599	51.419	7.376	51.419	7.376	51.265
ennepe-ruhr-kreis	7.109	51.213	7.519	51.213	7.519	51.484	7.109	51.484	7.109	51.213
erlangen	10.916	49.533	11.053	49.533	11.053	49.646	10.916	49.646	10.916	49.533
euskirchen	6.316	50.323	6.935	50.323	6.935	50.789	6.316	50.789	6.316	50.323
northeim	9.417	51.552	10.162	51.552	10.162	51.948	9.417	51.948	9.417	51.552
bochum	7.104	51.411	7.350	51.411	7.350	51.532	7.104	51.532	7.104	51.411
schwandorf	11.934	49.143	12.644	49.143	12.644	49.594	11.934	49.594	11.934	49.143
konstanz	8.612	47.652	9.218	47.652	9.218	47.942	8.612	47.942	8.612	47.652
reutlingen	9.115	48.195	9.639	48.195	9.639	48.606	9.115	48.606	9.115	48.195
ulm	9.844	48.307	10.042	48.307	10.042	48.469	9.844	48.469	9.844	48.307
delmenhorst	8.578	52.986	8.711	52.986	8.711	53.109	8.578	53.109	8.578	52.986
herford	8.404	52.059	8.927	52.059	8.927	52.268	8.404	52.268	8.404	52.059
groß-gerau	8.288	49.717	8.630	49.717	8.630	50.084	8.288	50.084	8.288	49.717
mühldorf a.inn	12.032	48.083	12.609	48.083	12.609	48.430	12.032	48.430	12.032	48.083
osterholz	8.481	53.125	9.071	53.125	9.071	53.396	8.481	53.396	8.481	53.125
weimar	11.235	50.917	11.402	50.917	11.402	51.037	11.235	51.037	11.235	50.917
verden	8.904	52.768	9.464	52.768	9.464	53.184	8.904	53.184	8.904	52.768
weiden i.d.opf.	12.064	49.615	12.267	49.615	12.267	49.712	12.064	49.712	12.064	49.615
freyung-grafenau	13.168	48.682	13.840	48.682	13.840	48.983	13.168	48.983	13.168	48.682
grafschaft bentheim	6.681	52.241	7.317	52.241	7.317	52.653	6.681	52.653	6.681	52.241
alb-donau-kreis	9.489	48.142	10.241	48.142	10.241	48.632	9.489	48.632	9.489	48.142
zweibrücken	7.289	49.189	7.448	49.189	7.448	49.316	7.289	49.316	7.289	49.189
speyer	8.375	49.283	8.492	49.283	8.492	49.377	8.375	49.377	8.375	49.283
